,F3,Pz,P4,CP2,AF7,AF3,PO8,P2
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.3328671328671329,0.33356643356643356,0.33356643356643356,0.0,0.0,0.0,0.0
P4,0.0,0.3328671328671329,0.33356643356643356,0.33356643356643356,0.0,0.0,0.0,0.0
CP2,0.0,0.3328671328671329,0.33356643356643356,0.33356643356643356,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
