,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.49487418452935694,0.05964585274930102,0.1276794035414725,0.1724137931034483,0.049394221808014914,0.05871388630009319,0.011183597390493943,0.0260950605778192
frontalpole-rh,0.06316916488222699,0.5546038543897216,0.06638115631691649,0.0053533190578158455,0.18950749464668093,0.11884368308351177,0.0,0.0021413276231263384
medialorbitofrontal-lh,0.1700356718192628,0.07372175980975029,0.5980975029726516,0.06896551724137931,0.06896551724137931,0.0,0.0011890606420927466,0.019024970273483946
pericalcarine-lh,0.21034077555816685,0.0035252643948296123,0.06110458284371328,0.6157461809635723,0.01880141010575793,0.04935370152761457,0.0,0.041128084606345476
rostralanteriorcingulate-lh,0.05349344978165939,0.19104803493449782,0.06768558951965066,0.013100436681222707,0.5425764192139738,0.05458515283842795,0.07751091703056769,0.0
rostralanteriorcingulate-rh,0.09596662030598054,0.14881780250347706,0.0,0.0584144645340751,0.08623087621696801,0.5660639777468707,0.02364394993045897,0.02086230876216968
temporalpole-lh,0.0128,0.0,0.008,0.0,0.1136,0.0208,0.8448,0.0
temporalpole-rh,0.04741379310344827,0.0,0.028735632183908046,0.05603448275862069,0.0,0.02442528735632184,0.0,0.8433908045977011
