,inferiorparietal-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
inferiorparietal-rh,0.26666666666666666,0.044444444444444446,0.08888888888888889,0.2,0.05555555555555555,0.03333333333333333,0.24444444444444444,0.06666666666666667
postcentral-rh,0.06060606060606061,0.1919191919191919,0.13131313131313133,0.06060606060606061,0.1919191919191919,0.10101010101010101,0.09090909090909091,0.1717171717171717
precentral-rh,0.11224489795918367,0.1326530612244898,0.17346938775510204,0.061224489795918366,0.12244897959183673,0.10204081632653061,0.14285714285714285,0.15306122448979592
rostralmiddlefrontal-rh,0.22388059701492538,0.07462686567164178,0.07462686567164178,0.31343283582089554,0.05970149253731343,0.0,0.1791044776119403,0.07462686567164178
superiorfrontal-rh,0.0684931506849315,0.1643835616438356,0.0958904109589041,0.0547945205479452,0.2054794520547945,0.136986301369863,0.0958904109589041,0.1780821917808219
superiortemporal-lh,0.046875,0.125,0.140625,0.0,0.15625,0.21875,0.0625,0.25
superiortemporal-rh,0.24210526315789474,0.05263157894736842,0.08421052631578947,0.15789473684210525,0.06315789473684211,0.042105263157894736,0.28421052631578947,0.07368421052631578
supramarginal-lh,0.07547169811320754,0.1320754716981132,0.1320754716981132,0.05660377358490566,0.14150943396226415,0.14150943396226415,0.08490566037735849,0.2358490566037736
