,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.23170731707317074,0.14634146341463414,0.13414634146341464,0.08536585365853659,0.17073170731707318,0.0,0.14634146341463414,0.08536585365853659
inferiorparietal-rh,0.2222222222222222,0.2222222222222222,0.2037037037037037,0.0,0.1111111111111111,0.0,0.2222222222222222,0.018518518518518517
parsopercularis-lh,0.2222222222222222,0.2222222222222222,0.2037037037037037,0.0,0.1111111111111111,0.0,0.2222222222222222,0.018518518518518517
superiorparietal-lh,0.10416666666666667,0.0,0.0,0.4166666666666667,0.3125,0.0,0.0,0.16666666666666666
superiorparietal-rh,0.15853658536585366,0.07317073170731707,0.07317073170731707,0.23170731707317074,0.2926829268292683,0.0,0.07317073170731707,0.0975609756097561
superiortemporal-lh,0.08,0.08,0.08,0.0,0.0,0.32,0.08,0.36
superiortemporal-rh,0.2222222222222222,0.2222222222222222,0.2037037037037037,0.0,0.1111111111111111,0.0,0.2222222222222222,0.018518518518518517
supramarginal-lh,0.1044776119402985,0.04477611940298507,0.04477611940298507,0.11940298507462686,0.13432835820895522,0.13432835820895522,0.04477611940298507,0.373134328358209
