,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.13695090439276486,0.12403100775193798,0.1343669250645995,0.1343669250645995,0.1343669250645995,0.13953488372093023,0.07493540051679587,0.12144702842377261
parsopercularis-lh,0.13165266106442577,0.12885154061624648,0.13445378151260504,0.12885154061624648,0.13445378151260504,0.13445378151260504,0.0784313725490196,0.12885154061624648
postcentral-rh,0.13333333333333333,0.12266666666666666,0.136,0.13066666666666665,0.13333333333333333,0.136,0.08,0.128
rostralmiddlefrontal-lh,0.13333333333333333,0.12307692307692308,0.13076923076923078,0.15897435897435896,0.13076923076923078,0.13333333333333333,0.07179487179487179,0.11794871794871795
superiorfrontal-rh,0.13385826771653545,0.12335958005249344,0.13648293963254593,0.13123359580052493,0.13385826771653545,0.13648293963254593,0.07874015748031496,0.12598425196850394
superiortemporal-lh,0.1343669250645995,0.12403100775193798,0.13695090439276486,0.13178294573643412,0.1343669250645995,0.13695090439276486,0.07751937984496124,0.12403100775193798
superiortemporal-rh,0.12083333333333333,0.11666666666666667,0.125,0.11666666666666667,0.125,0.125,0.1375,0.13333333333333333
supramarginal-rh,0.12876712328767123,0.12602739726027398,0.13150684931506848,0.12602739726027398,0.13150684931506848,0.13150684931506848,0.09041095890410959,0.13424657534246576
