,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh
inferiorparietal-rh,0.12709832134292565,0.12709832134292565,0.1223021582733813,0.12709832134292565,0.12470023980815348,0.11990407673860912,0.12949640287769784,0.1223021582733813
parsopercularis-lh,0.12682926829268293,0.12682926829268293,0.12195121951219512,0.12682926829268293,0.12439024390243902,0.12195121951219512,0.12926829268292683,0.12195121951219512
rostralmiddlefrontal-lh,0.12530712530712532,0.12530712530712532,0.12285012285012285,0.12776412776412777,0.12530712530712532,0.12285012285012285,0.12776412776412777,0.12285012285012285
rostralmiddlefrontal-rh,0.12679425837320574,0.12679425837320574,0.12200956937799043,0.12679425837320574,0.12440191387559808,0.12200956937799043,0.1291866028708134,0.12200956937799043
superiorfrontal-lh,0.12530120481927712,0.12530120481927712,0.12289156626506025,0.12771084337349398,0.12530120481927712,0.12289156626506025,0.12771084337349398,0.12289156626506025
superiorfrontal-rh,0.12406947890818859,0.12406947890818859,0.12406947890818859,0.12655086848635236,0.12655086848635236,0.12406947890818859,0.12655086848635236,0.12406947890818859
superiorparietal-rh,0.12682926829268293,0.12682926829268293,0.12195121951219512,0.12682926829268293,0.12439024390243902,0.12195121951219512,0.12926829268292683,0.12195121951219512
superiortemporal-lh,0.12408759124087591,0.12408759124087591,0.12408759124087591,0.12652068126520682,0.12652068126520682,0.12408759124087591,0.12652068126520682,0.12408759124087591
