,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.11494252873563218,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541
inferiorparietal-rh,0.05188679245283019,0.15566037735849056,0.14622641509433962,0.08490566037735849,0.12735849056603774,0.1509433962264151,0.14150943396226415,0.14150943396226415
parsopercularis-lh,0.052132701421800945,0.15165876777251186,0.14691943127962084,0.08530805687203792,0.12796208530805686,0.15165876777251186,0.14218009478672985,0.14218009478672985
parstriangularis-rh,0.08088235294117647,0.1323529411764706,0.1323529411764706,0.125,0.1323529411764706,0.1323529411764706,0.1323529411764706,0.1323529411764706
postcentral-rh,0.05789473684210526,0.14210526315789473,0.14210526315789473,0.09473684210526316,0.1368421052631579,0.14210526315789473,0.14210526315789473,0.14210526315789473
superiortemporal-lh,0.05188679245283019,0.15566037735849056,0.14622641509433962,0.08490566037735849,0.12735849056603774,0.1509433962264151,0.14150943396226415,0.14150943396226415
superiortemporal-rh,0.054187192118226604,0.1477832512315271,0.1477832512315271,0.08866995073891626,0.12807881773399016,0.1477832512315271,0.14285714285714285,0.14285714285714285
supramarginal-rh,0.054187192118226604,0.1477832512315271,0.1477832512315271,0.08866995073891626,0.12807881773399016,0.1477832512315271,0.14285714285714285,0.14285714285714285
