,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.2807017543859649,0.17543859649122806,0.17543859649122806,0.15789473684210525,0.017543859649122806,0.017543859649122806,0.17543859649122806,0.0
inferiorparietal-rh,0.16129032258064516,0.3064516129032258,0.24193548387096775,0.0,0.0,0.0,0.27419354838709675,0.016129032258064516
parsopercularis-lh,0.18,0.28,0.26,0.0,0.0,0.0,0.28,0.0
postcentral-lh,0.1323529411764706,0.029411764705882353,0.014705882352941176,0.3235294117647059,0.14705882352941177,0.17647058823529413,0.029411764705882353,0.14705882352941177
superiorfrontal-rh,0.038461538461538464,0.038461538461538464,0.019230769230769232,0.21153846153846154,0.23076923076923078,0.21153846153846154,0.038461538461538464,0.21153846153846154
superiortemporal-lh,0.07272727272727272,0.03636363636363636,0.01818181818181818,0.21818181818181817,0.21818181818181817,0.21818181818181817,0.03636363636363636,0.18181818181818182
superiortemporal-rh,0.1694915254237288,0.288135593220339,0.2542372881355932,0.0,0.0,0.0,0.2711864406779661,0.01694915254237288
supramarginal-lh,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.19607843137254902,0.19607843137254902,0.19607843137254902,0.058823529411764705,0.21568627450980393
