,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,precentral-lh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.16666666666666666,0.19444444444444445,0.05555555555555555,0.1388888888888889,0.08333333333333333,0.19444444444444445,0.05555555555555555,0.1111111111111111
parsopercularis-lh,0.13333333333333333,0.35555555555555557,0.044444444444444446,0.1111111111111111,0.06666666666666667,0.15555555555555556,0.044444444444444446,0.08888888888888889
parstriangularis-rh,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.13636363636363635
precentral-lh,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.14705882352941177,0.08823529411764706,0.17647058823529413,0.058823529411764705,0.11764705882352941
superiorparietal-lh,0.14814814814814814,0.14814814814814814,0.07407407407407407,0.14814814814814814,0.1111111111111111,0.14814814814814814,0.07407407407407407,0.14814814814814814
superiortemporal-lh,0.16216216216216217,0.21621621621621623,0.05405405405405406,0.13513513513513514,0.08108108108108109,0.1891891891891892,0.05405405405405406,0.10810810810810811
superiortemporal-rh,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.13636363636363635
supramarginal-lh,0.16129032258064516,0.16129032258064516,0.06451612903225806,0.16129032258064516,0.0967741935483871,0.16129032258064516,0.06451612903225806,0.12903225806451613
