,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P7,O1,Oz,O2,P8,TP10,CP6,Cz,T8,FT10,FC2,F4,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,C6,C2,FC4,AF8,AF4,F2,FCz
Fz,0.043010752688172046,0.03763440860215054,0.0456989247311828,0.0,0.0456989247311828,0.0,0.03763440860215054,0.0,0.0456989247311828,0.0,0.02956989247311828,0.02956989247311828,0.0456989247311828,0.008064516129032258,0.0456989247311828,0.0,0.0,0.0,0.0,0.0456989247311828,0.043010752688172046,0.02956989247311828,0.013440860215053764,0.02956989247311828,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.04032258064516129,0.013440860215053764,0.0456989247311828,0.024193548387096774,0.0,0.0456989247311828,0.005376344086021506,0.02956989247311828,0.026881720430107527,0.0,0.043010752688172046,0.0,0.0,0.016129032258064516,0.024193548387096774,0.03225806451612903,0.02956989247311828,0.0,0.016129032258064516,0.024193548387096774
F3,0.026501766784452298,0.05123674911660778,0.04946996466431095,0.0,0.054770318021201414,0.0,0.024734982332155476,0.0,0.054770318021201414,0.0,0.04770318021201413,0.03356890459363958,0.053003533568904596,0.0017667844522968198,0.054770318021201414,0.0,0.0,0.0,0.0,0.026501766784452298,0.026501766784452298,0.04240282685512368,0.00530035335689046,0.03356890459363958,0.0,0.0,0.0,0.0,0.00530035335689046,0.0,0.0,0.0,0.053003533568904596,0.0088339222614841,0.054770318021201414,0.015901060070671377,0.0,0.04240282685512368,0.0035335689045936395,0.038869257950530034,0.0176678445229682,0.0,0.026501766784452298,0.0,0.0,0.01060070671378092,0.024734982332155476,0.04770318021201413,0.037102473498233215,0.0,0.01060070671378092,0.015901060070671377
F7,0.02867383512544803,0.044802867383512544,0.05555555555555555,0.0,0.05913978494623656,0.0,0.025089605734767026,0.0,0.05913978494623656,0.0,0.04121863799283154,0.026881720430107527,0.05913978494623656,0.007168458781362007,0.05913978494623656,0.0,0.0,0.0,0.0,0.03046594982078853,0.02867383512544803,0.035842293906810034,0.010752688172043012,0.026881720430107527,0.0,0.0,0.0,0.0,0.005376344086021506,0.0,0.0,0.0,0.04838709677419355,0.008960573476702509,0.05913978494623656,0.016129032258064516,0.0,0.053763440860215055,0.0035842293906810036,0.03225806451612903,0.017921146953405017,0.0,0.02867383512544803,0.0,0.0,0.010752688172043012,0.017921146953405017,0.04121863799283154,0.03046594982078853,0.0,0.010752688172043012,0.016129032258064516
FT9,0.0,0.0,0.0,0.0797872340425532,0.0,0.047872340425531915,0.0,0.07446808510638298,0.0,0.06914893617021277,0.0,0.0,0.0,0.06382978723404255,0.0,0.0851063829787234,0.06382978723404255,0.0,0.07446808510638298,0.0,0.0,0.0,0.0,0.0,0.05851063829787234,0.010638297872340425,0.06382978723404255,0.0,0.0,0.0851063829787234,0.06914893617021277,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06914893617021277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.024922118380062305,0.04361370716510903,0.04984423676012461,0.0,0.06542056074766354,0.003115264797507788,0.021806853582554516,0.001557632398753894,0.06074766355140187,0.0,0.040498442367601244,0.028037383177570093,0.06697819314641744,0.010903426791277258,0.06074766355140187,0.0,0.0,0.0,0.0,0.0264797507788162,0.024922118380062305,0.03582554517133956,0.014018691588785047,0.028037383177570093,0.003115264797507788,0.001557632398753894,0.0,0.0,0.004672897196261682,0.0,0.003115264797507788,0.0,0.04672897196261682,0.00778816199376947,0.06074766355140187,0.014018691588785047,0.0,0.04984423676012461,0.003115264797507788,0.03271028037383177,0.01557632398753894,0.0,0.024922118380062305,0.0,0.0,0.009345794392523364,0.020249221183800622,0.040498442367601244,0.03115264797507788,0.0,0.009345794392523364,0.014018691588785047
FC1,0.0,0.0,0.0,0.0291005291005291,0.0,0.07671957671957672,0.0,0.07936507936507936,0.0,0.037037037037037035,0.0,0.0,0.0,0.07936507936507936,0.0,0.06349206349206349,0.06084656084656084,0.0,0.07671957671957672,0.0,0.0,0.0,0.031746031746031744,0.0,0.07936507936507936,0.0582010582010582,0.07407407407407407,0.0,0.0,0.05555555555555555,0.07936507936507936,0.042328042328042326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07671957671957672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.04297994269340974,0.04011461318051576,0.04297994269340974,0.0,0.04297994269340974,0.0,0.04011461318051576,0.0,0.04297994269340974,0.0,0.03151862464183381,0.03151862464183381,0.04297994269340974,0.0028653295128939827,0.04297994269340974,0.0,0.0,0.0,0.0,0.04297994269340974,0.04297994269340974,0.03151862464183381,0.008595988538681949,0.03151862464183381,0.0,0.0,0.0,0.0,0.008595988538681949,0.0,0.0,0.0,0.04297994269340974,0.014326647564469915,0.04297994269340974,0.025787965616045846,0.0,0.04297994269340974,0.0057306590257879654,0.03151862464183381,0.02865329512893983,0.0,0.04297994269340974,0.0,0.0,0.017191977077363897,0.025787965616045846,0.034383954154727794,0.03151862464183381,0.0,0.017191977077363897,0.025787965616045846
T7,0.0,0.0,0.0,0.03418803418803419,0.0,0.05982905982905983,0.0,0.09615384615384616,0.0,0.03632478632478633,0.0,0.0,0.0,0.09188034188034189,0.0,0.08333333333333333,0.053418803418803416,0.0,0.09615384615384616,0.0,0.0,0.0,0.023504273504273504,0.0,0.0641025641025641,0.04487179487179487,0.0641025641025641,0.0,0.0,0.05555555555555555,0.08333333333333333,0.04487179487179487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06837606837606838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.025039123630672927,0.04538341158059468,0.050078247261345854,0.0,0.06572769953051644,0.0,0.02190923317683881,0.0,0.06259780907668232,0.0,0.04225352112676056,0.0297339593114241,0.06416275430359937,0.00782472613458529,0.06259780907668232,0.0,0.0,0.0,0.0,0.026604068857589983,0.025039123630672927,0.03755868544600939,0.010954616588419406,0.0297339593114241,0.0,0.0,0.0,0.0,0.004694835680751174,0.0,0.0,0.0,0.046948356807511735,0.00782472613458529,0.06259780907668232,0.014084507042253521,0.0,0.048513302034428794,0.003129890453834116,0.03442879499217527,0.01564945226917058,0.0,0.025039123630672927,0.0,0.0,0.009389671361502348,0.02190923317683881,0.04225352112676056,0.03286384976525822,0.0,0.009389671361502348,0.014084507042253521
CP5,0.0,0.0,0.0,0.06696428571428571,0.0,0.05357142857142857,0.0,0.07589285714285714,0.0,0.07142857142857142,0.0,0.0,0.0,0.06696428571428571,0.0,0.07589285714285714,0.06696428571428571,0.0,0.07589285714285714,0.0,0.0,0.0,0.0,0.0,0.0625,0.022321428571428572,0.06696428571428571,0.0,0.0,0.07589285714285714,0.07142857142857142,0.07589285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
