,F7,TP9,Pz,CP6,F8,Fp2,AF7,F6
F7,0.6355140186915887,0.0,0.0,0.0,0.0,0.0,0.3644859813084112,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.5056179775280899,0.0,0.0,0.4943820224719101
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.5064935064935064,0.0,0.0,0.0,0.0,0.0,0.4935064935064935,0.0
F6,0.0,0.0,0.0,0.0,0.4891304347826087,0.0,0.0,0.5108695652173914
