,F7,TP9,Pz,CP6,F8,Fp2,AF7,F6
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.32673267326732675,0.33663366336633666,0.0,0.33663366336633666
Fp2,0.0,0.0,0.0,0.0,0.3047619047619048,0.34285714285714286,0.0,0.3523809523809524
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.30357142857142855,0.33035714285714285,0.0,0.36607142857142855
