,F7,TP9,Pz,CP6,F8,Fp2,AF7,F6
F7,0.3157894736842105,0.0,0.0,0.0,0.0,0.34210526315789475,0.34210526315789475,0.0
TP9,0.0,0.9655172413793104,0.0,0.034482758620689655,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.10569105691056911,0.0,0.0,0.0,0.0,0.44715447154471544,0.44715447154471544,0.0
AF7,0.10236220472440945,0.0,0.0,0.0,0.0,0.4409448818897638,0.4566929133858268,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
