,F7,FT9,P7,TP10,AF7,AF3,AFz,AF8
F7,0.335016835016835,0.3282828282828283,0.0,0.3367003367003367,0.0,0.0,0.0,0.0
FT9,0.3316151202749141,0.3333333333333333,0.0,0.33505154639175255,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25
TP10,0.2976190476190476,0.29017857142857145,0.0,0.41220238095238093,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.15208034433285508,0.0,0.0,0.28263988522238165,0.28263988522238165,0.28263988522238165
AFz,0.0,0.0,0.14382632293080055,0.0,0.0,0.26865671641791045,0.3039348710990502,0.2835820895522388
AF8,0.0,0.0,0.14722222222222223,0.0,0.0,0.275,0.28888888888888886,0.28888888888888886
