,F7,FT9,P7,TP10,AF7,AF3,AFz,AF8
F7,0.28957528957528955,0.25225225225225223,0.0,0.21621621621621623,0.24195624195624196,0.0,0.0,0.0
FT9,0.26832641770401106,0.2752420470262794,0.0,0.2392807745504841,0.21715076071922546,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.25,0.2575301204819277,0.0,0.29819277108433734,0.19427710843373494,0.0,0.0,0.0
AF7,0.28273809523809523,0.23660714285714285,0.0,0.1949404761904762,0.2857142857142857,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.38058252427184464,0.23689320388349513,0.3825242718446602
AFz,0.0,0.0,0.0,0.0,0.0,0.29453681710213775,0.3515439429928741,0.35391923990498814
AF8,0.0,0.0,0.0,0.0,0.0,0.34440559440559443,0.26048951048951047,0.3951048951048951
