,cuneus-rh,frontalpole-rh,paracentral-lh,parahippocampal-lh,parahippocampal-rh,pericalcarine-rh,precentral-lh,precuneus-lh
cuneus-rh,0.41247002398081534,0.07673860911270983,0.1342925659472422,0.0,0.0,0.10551558752997602,0.14388489208633093,0.12709832134292565
frontalpole-rh,0.09774436090225563,0.530827067669173,0.11879699248120301,0.0,0.0,0.07067669172932331,0.09022556390977443,0.09172932330827067
paracentral-lh,0.11143131604226705,0.07108549471661864,0.2987512007684918,0.0,0.0,0.1287223823246878,0.19020172910662825,0.19980787704130643
parahippocampal-lh,0.0,0.0,0.0,0.7459954233409611,0.20823798627002288,0.04576659038901602,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.23741007194244604,0.6858513189448441,0.07673860911270983,0.0,0.0
pericalcarine-rh,0.1054945054945055,0.05384615384615385,0.14945054945054945,0.01978021978021978,0.03626373626373627,0.3967032967032967,0.12197802197802197,0.11648351648351649
precentral-lh,0.1438278595696489,0.061155152887882216,0.21857304643261607,0.0,0.0,0.12231030577576443,0.2627406568516421,0.1913929784824462
precuneus-lh,0.11440245148110317,0.0602655771195097,0.23186925434116445,0.0,0.0,0.10520939734422881,0.18692543411644535,0.30132788559754853
