,CP5,P7,P8,Fp2,CP3,P5,PO7,AF4
CP5,0.3318903318903319,0.0,0.0,0.0,0.0,0.3333333333333333,0.3347763347763348,0.0
P7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.33189655172413796,0.0,0.0,0.0,0.0,0.3333333333333333,0.33477011494252873,0.0
PO7,0.33189655172413796,0.0,0.0,0.0,0.0,0.3333333333333333,0.33477011494252873,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
