,CP5,P7,P8,Fp2,CP3,P5,PO7,AF4
CP5,0.3333333333333333,0.0,0.0,0.0,0.0,0.2777777777777778,0.3888888888888889,0.0
P7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.35294117647058826,0.0,0.0,0.0,0.0,0.29411764705882354,0.35294117647058826,0.0
PO7,0.3333333333333333,0.0,0.0,0.0,0.0,0.2777777777777778,0.3888888888888889,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
