,CP5,P7,P8,Fp2,CP3,P5,PO7,AF4
CP5,0.34613274821722434,0.0,0.0,0.0,0.03181568842567197,0.3137685134393856,0.30828304991771804,0.0
P7,0.0,0.7478580171358629,0.07588739290085679,0.0,0.1762545899632803,0.0,0.0,0.0
P8,0.0,0.124,0.558,0.112,0.206,0.0,0.0,0.0
Fp2,0.0,0.0,0.14,0.72,0.14,0.0,0.0,0.0
CP3,0.046012269938650305,0.10812883435582822,0.07745398773006135,0.04294478527607362,0.6334355828220859,0.046012269938650305,0.046012269938650305,0.0
P5,0.32430908065425834,0.0,0.0,0.0,0.032712915961646924,0.3248730964467005,0.31810490693739424,0.0
PO7,0.3218390804597701,0.0,0.0,0.0,0.03333333333333333,0.3218390804597701,0.32298850574712645,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
