,CP5,P7,P8,Fp2,CP3,P5,PO7,AF4
CP5,0.42,0.0,0.0,0.0,0.0,0.34,0.24,0.0
P7,0.0,0.42857142857142855,0.0,0.0,0.5714285714285714,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.023622047244094488,0.0,0.0,0.9763779527559056,0.0,0.0,0.0
P5,0.3722627737226277,0.0,0.0,0.0,0.0,0.36496350364963503,0.26277372262773724,0.0
PO7,0.3364485981308411,0.0,0.0,0.0,0.0,0.3364485981308411,0.32710280373831774,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
