,caudalmiddlefrontal-lh,inferiorparietal-rh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.168141592920354,0.09292035398230089,0.14601769911504425,0.13274336283185842,0.15486725663716813,0.05752212389380531,0.12831858407079647,0.11946902654867257
inferiorparietal-rh,0.16535433070866143,0.1732283464566929,0.11023622047244094,0.08661417322834646,0.13385826771653545,0.11023622047244094,0.10236220472440945,0.11811023622047244
parstriangularis-rh,0.15492957746478872,0.06572769953051644,0.1643192488262911,0.15492957746478872,0.16901408450704225,0.051643192488262914,0.13145539906103287,0.107981220657277
precentral-rh,0.14418604651162792,0.05581395348837209,0.16279069767441862,0.16744186046511628,0.16279069767441862,0.05581395348837209,0.13953488372093023,0.11162790697674418
rostralmiddlefrontal-rh,0.1589958158995816,0.0794979079497908,0.1506276150627615,0.14225941422594143,0.16317991631799164,0.058577405857740586,0.13389121338912133,0.11297071129707113
superiortemporal-lh,0.14285714285714285,0.14285714285714285,0.11607142857142858,0.09821428571428571,0.13392857142857142,0.125,0.11607142857142858,0.125
superiortemporal-rh,0.15668202764976957,0.06912442396313365,0.14285714285714285,0.14285714285714285,0.15207373271889402,0.059907834101382486,0.14746543778801843,0.12903225806451613
supramarginal-lh,0.15425531914893617,0.0851063829787234,0.13297872340425532,0.1276595744680851,0.14361702127659576,0.07446808510638298,0.13829787234042554,0.14361702127659576
