,parstriangularis-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
parstriangularis-rh,0.12538226299694188,0.12538226299694188,0.13149847094801223,0.13149847094801223,0.12844036697247707,0.11926605504587157,0.12538226299694188,0.11314984709480122
postcentral-rh,0.10886075949367088,0.1341772151898734,0.1240506329113924,0.13164556962025317,0.13670886075949368,0.11139240506329114,0.1341772151898734,0.1189873417721519
precentral-rh,0.11140583554376658,0.129973474801061,0.13527851458885942,0.13527851458885942,0.13262599469496023,0.11140583554376658,0.1273209549071618,0.11671087533156499
rostralmiddlefrontal-rh,0.11053984575835475,0.13110539845758354,0.13110539845758354,0.13367609254498714,0.13367609254498714,0.11053984575835475,0.13110539845758354,0.11825192802056556
superiortemporal-lh,0.10997442455242967,0.1329923273657289,0.1278772378516624,0.1329923273657289,0.13554987212276215,0.10997442455242967,0.1329923273657289,0.11764705882352941
superiortemporal-rh,0.11661807580174927,0.1282798833819242,0.1282798833819242,0.1282798833819242,0.1282798833819242,0.12244897959183673,0.1282798833819242,0.119533527696793
supramarginal-lh,0.11023622047244094,0.13385826771653545,0.12598425196850394,0.13123359580052493,0.13648293963254593,0.11023622047244094,0.13385826771653545,0.11811023622047244
supramarginal-rh,0.10526315789473684,0.1329639889196676,0.12188365650969529,0.13019390581717452,0.1329639889196676,0.11634349030470914,0.1329639889196676,0.12742382271468145
