,fusiform-rh,inferiortemporal-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,transversetemporal-rh
fusiform-rh,0.1288596130094689,0.12680115273775217,0.12433100041169205,0.12474269246603541,0.1214491560312886,0.12803622890078223,0.12062577192260189,0.12515438452037875
inferiortemporal-rh,0.12650352550808794,0.1306511820821236,0.12484446287847366,0.12360016590626297,0.12152633761924513,0.12733305682289506,0.11986727498963086,0.1256739941932808
insula-rh,0.1218335343787696,0.1214314435062324,0.13027744270205066,0.11942098914354644,0.12706071572175312,0.12424607961399277,0.12545235223160434,0.13027744270205066
isthmuscingulate-rh,0.12767744645107099,0.126417471650567,0.124317513649727,0.12683746325073497,0.12137757244855103,0.12767744645107099,0.12053758924821503,0.125157496850063
lateralorbitofrontal-rh,0.12003244120032441,0.11962692619626926,0.12935928629359286,0.11759935117599352,0.1321978913219789,0.12246553122465531,0.1305758313057583,0.1281427412814274
parahippocampal-rh,0.12693246541903988,0.12611879576891782,0.12530512611879577,0.12327095199349064,0.1224572823433686,0.12855980471928397,0.12123677786818551,0.12611879576891782
rostralanteriorcingulate-lh,0.12024539877300613,0.11942740286298568,0.12883435582822086,0.11779141104294479,0.13210633946830266,0.12269938650306748,0.1312883435582822,0.1276073619631902
transversetemporal-rh,0.12244078683259735,0.12203934162986753,0.1288639100762746,0.12003211561621839,0.12565234845443596,0.12484945804897632,0.12404656764351665,0.1320754716981132
