,entorhinal-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-rh
entorhinal-rh,0.47767857142857145,0.08928571428571429,0.06696428571428571,0.017857142857142856,0.013392857142857142,0.15178571428571427,0.17410714285714285,0.008928571428571428
frontalpole-lh,0.08088235294117647,0.2867647058823529,0.23897058823529413,0.1323529411764706,0.0,0.058823529411764705,0.20220588235294118,0.0
frontalpole-rh,0.054838709677419356,0.22903225806451613,0.3161290322580645,0.2129032258064516,0.0,0.035483870967741936,0.13548387096774195,0.016129032258064516
medialorbitofrontal-lh,0.019169329073482427,0.13099041533546327,0.2364217252396166,0.3706070287539936,0.0,0.022364217252396165,0.06389776357827476,0.15654952076677317
parahippocampal-rh,0.2727272727272727,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.0
rostralanteriorcingulate-rh,0.17964071856287425,0.08383233532934131,0.05389221556886228,0.041916167664670656,0.017964071856287425,0.3652694610778443,0.2155688622754491,0.041916167664670656
rostralmiddlefrontal-lh,0.12933753943217666,0.15141955835962145,0.11041009463722397,0.04416403785488959,0.00946372239747634,0.12618296529968454,0.4227129337539432,0.006309148264984227
temporalpole-rh,0.03389830508474576,0.0,0.05084745762711865,0.2994350282485876,0.0,0.03954802259887006,0.022598870056497175,0.5536723163841808
