,cuneus-lh,frontalpole-lh,frontalpole-rh,fusiform-rh,lateraloccipital-lh,lateraloccipital-rh,temporalpole-lh,temporalpole-rh
cuneus-lh,0.7111111111111111,0.0,0.0,0.0,0.28888888888888886,0.0,0.0,0.0
frontalpole-lh,0.0,0.6944444444444444,0.08333333333333333,0.0,0.0,0.2222222222222222,0.0,0.0
frontalpole-rh,0.0,0.058823529411764705,0.6176470588235294,0.23529411764705882,0.0,0.0,0.08823529411764706,0.0
fusiform-rh,0.0,0.0,0.3076923076923077,0.48717948717948717,0.0,0.0,0.20512820512820512,0.0
lateraloccipital-lh,0.4166666666666667,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.18181818181818182,0.0,0.0,0.0,0.7878787878787878,0.030303030303030304,0.0
temporalpole-lh,0.0,0.0,0.14705882352941177,0.29411764705882354,0.0,0.0,0.5588235294117647,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
