,frontalpole-lh,frontalpole-rh,lingual-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.36548223350253806,0.30456852791878175,0.0,0.15228426395939088,0.0,0.01015228426395939,0.16751269035532995,0.0
frontalpole-rh,0.28879310344827586,0.35344827586206895,0.0,0.1896551724137931,0.0,0.04310344827586207,0.125,0.0
lingual-rh,0.0,0.0,0.67,0.0,0.28,0.0,0.0,0.05
medialorbitofrontal-lh,0.1658291457286432,0.24120603015075376,0.0,0.36180904522613067,0.0,0.09547738693467336,0.135678391959799,0.0
parahippocampal-rh,0.0,0.0,0.3300970873786408,0.0,0.6699029126213593,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.007692307692307693,0.06923076923076923,0.0,0.14615384615384616,0.0,0.6153846153846154,0.06923076923076923,0.09230769230769231
temporalpole-rh,0.16470588235294117,0.14705882352941177,0.0,0.12941176470588237,0.0,0.058823529411764705,0.4647058823529412,0.03529411764705882
transversetemporal-rh,0.0,0.0,0.0375,0.0,0.0,0.175,0.125,0.6625
