,entorhinal-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-lh,isthmuscingulate-rh,lingual-rh,parahippocampal-rh,temporalpole-rh
entorhinal-rh,0.48169014084507045,0.0,0.0,0.0647887323943662,0.12112676056338029,0.061971830985915494,0.19436619718309858,0.07605633802816901
frontalpole-lh,0.0,0.6330935251798561,0.3669064748201439,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.20093457943925233,0.7663551401869159,0.0,0.028037383177570093,0.004672897196261682,0.0,0.0
isthmuscingulate-lh,0.108,0.0,0.0,0.464,0.156,0.168,0.088,0.016
isthmuscingulate-rh,0.16896551724137931,0.0,0.013793103448275862,0.14482758620689656,0.3620689655172414,0.15517241379310345,0.15172413793103448,0.0034482758620689655
lingual-rh,0.06557377049180328,0.0,0.0,0.14098360655737704,0.1377049180327869,0.4852459016393443,0.17049180327868851,0.0
parahippocampal-rh,0.19875776397515527,0.0,0.0,0.06832298136645963,0.11801242236024845,0.15217391304347827,0.4472049689440994,0.015527950310559006
temporalpole-rh,0.10429447852760736,0.0,0.0,0.012269938650306749,0.0,0.012269938650306749,0.006134969325153374,0.8650306748466258
