,frontalpole-rh,fusiform-rh,medialorbitofrontal-lh,middletemporal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
frontalpole-rh,0.36524822695035464,0.1851063829787234,0.075177304964539,0.2198581560283688,0.006382978723404255,0.002127659574468085,0.13829787234042554,0.007801418439716312
fusiform-rh,0.12911939492166397,0.30902215018908696,0.11345218800648298,0.23500810372771475,0.06320907617504051,0.08265802269043761,0.05942733657482442,0.008103727714748784
medialorbitofrontal-lh,0.07171964140179299,0.1621841890790546,0.4490627546862266,0.13447432762836187,0.08964955175224124,0.09127954360228199,0.0016299918500407497,0.0
middletemporal-rh,0.16076447442383363,0.2507026419336706,0.09949409780775717,0.29567172568858907,0.04665542439572794,0.060146149522203485,0.07700955593029792,0.00955593029792018
parahippocampal-rh,0.002803083391730904,0.06657323055360898,0.06587245970567625,0.04484933426769446,0.3973370707778556,0.2424667133847232,0.016818500350385426,0.16327960756832516
rostralanteriorcingulate-lh,0.0,0.10108024691358025,0.07330246913580248,0.06790123456790123,0.26774691358024694,0.35185185185185186,0.016975308641975308,0.12114197530864197
temporalpole-rh,0.1884580703336339,0.11722272317403065,0.005410279531109108,0.14337240757439135,0.02164111812443643,0.02164111812443643,0.43913435527502254,0.06311992786293959
transversetemporal-rh,0.011363636363636364,0.015495867768595042,0.0,0.015495867768595042,0.2159090909090909,0.1415289256198347,0.08057851239669421,0.5196280991735537
