,F7,T7,TP9,Cz,AF7,C5,AF8,AF4
F7,0.3617021276595745,0.0,0.0,0.0,0.3617021276595745,0.0,0.0,0.2765957446808511
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.32509505703422054,0.0,0.0,0.0,0.42775665399239543,0.0,0.0,0.24714828897338403
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
