,F7,T7,TP9,Cz,AF7,C5,AF8,AF4
F7,0.5176848874598071,0.0,0.0,0.0,0.2733118971061093,0.0,0.0,0.2090032154340836
T7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AF7,0.2223667100130039,0.0,0.0,0.0,0.4928478543563069,0.0,0.0,0.2847854356306892
C5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF4,0.21009771986970685,0.0,0.0,0.0,0.3550488599348534,0.0,0.0,0.43485342019543977
