,FT9,TP9,FC6,Fp2,AF7,F6,AF4,F2
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.589041095890411,0.410958904109589,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.4852459016393443,0.5147540983606558,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
