,FT9,FC1,TP9,FT10,F8,Fp2,AF7,AF4
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.33090909090909093,0.33454545454545453,0.33454545454545453,0.0
Fp2,0.0,0.0,0.0,0.0,0.2787878787878788,0.38484848484848483,0.33636363636363636,0.0
AF7,0.0,0.0,0.0,0.0,0.25,0.296195652173913,0.453804347826087,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
