,TP9,TP10,T8,AF7,P1,POz,CPz,TP8
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.49818181818181817,0.0,0.0,0.0,0.0,0.5018181818181818,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.45394736842105265,0.0,0.0,0.0,0.0,0.5460526315789473,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
