,Fp1,CP5,P7,FT10,F8,AF7,CPz,TP8
Fp1,0.2793733681462141,0.0,0.16449086161879894,0.0,0.0,0.2793733681462141,0.0,0.27676240208877284
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.26150121065375304,0.0,0.15254237288135594,0.0,0.0,0.32929782082324455,0.0,0.2566585956416465
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.2777777777777778,0.0,0.16666666666666666,0.0,0.0,0.2777777777777778,0.0,0.2777777777777778
