,Fp1,TP9,Oz,T8,FT10,POz,CPz,AF8
Fp1,0.4323607427055703,0.0,0.0,0.0,0.0,0.17771883289124668,0.0,0.38992042440318303
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.3626373626373626,0.0,0.0,0.0,0.0,0.3626373626373626,0.0,0.27472527472527475
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.4260869565217391,0.0,0.0,0.0,0.0,0.15072463768115943,0.0,0.42318840579710143
