,Fp1,CP5,P7,FT10,F8,AF7,CPz,TP8
Fp1,0.3669724770642202,0.0,0.1444954128440367,0.0,0.0,0.24541284403669725,0.0,0.24311926605504589
CP5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.20735785953177258,0.0,0.3779264214046823,0.0,0.0,0.20735785953177258,0.0,0.20735785953177258
FT10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AF7,0.23841059602649006,0.002207505518763797,0.1390728476821192,0.0,0.0,0.38631346578366443,0.0,0.23399558498896247
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.21784232365145229,0.0,0.13070539419087138,0.0,0.0,0.21784232365145229,0.0,0.4336099585062241
