,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.3157894736842105,0.03508771929824561,0.0,0.08771929824561403,0.017543859649122806,0.0,0.2631578947368421,0.2807017543859649
parsopercularis-lh,0.057971014492753624,0.391304347826087,0.14492753623188406,0.13043478260869565,0.057971014492753624,0.0,0.13043478260869565,0.08695652173913043
parstriangularis-rh,0.0,0.15384615384615385,0.49230769230769234,0.35384615384615387,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.047619047619047616,0.13095238095238096,0.3333333333333333,0.35714285714285715,0.0,0.0,0.08333333333333333,0.047619047619047616
superiorfrontal-lh,0.07692307692307693,0.10256410256410256,0.0,0.0,0.6153846153846154,0.0,0.10256410256410256,0.10256410256410256
superiorfrontal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
superiortemporal-lh,0.21176470588235294,0.058823529411764705,0.023529411764705882,0.10588235294117647,0.047058823529411764,0.0,0.32941176470588235,0.2235294117647059
superiortemporal-rh,0.2878787878787879,0.045454545454545456,0.0,0.06060606060606061,0.030303030303030304,0.0,0.25757575757575757,0.3181818181818182
