,parsopercularis-lh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-rh
parsopercularis-lh,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0
parstriangularis-rh,0.0,0.1875,0.21875,0.125,0.21875,0.03125,0.0,0.21875
precentral-rh,0.0,0.15,0.25,0.1,0.225,0.025,0.0,0.25
rostralmiddlefrontal-lh,0.0,0.11764705882352941,0.23529411764705882,0.17647058823529413,0.23529411764705882,0.0,0.0,0.23529411764705882
rostralmiddlefrontal-rh,0.0,0.1388888888888889,0.25,0.1111111111111111,0.2222222222222222,0.027777777777777776,0.0,0.25
superiorfrontal-lh,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.2
superiorfrontal-rh,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
superiortemporal-rh,0.0,0.1388888888888889,0.25,0.1111111111111111,0.2222222222222222,0.027777777777777776,0.0,0.25
