,parsopercularis-lh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-rh
parsopercularis-lh,0.8484848484848485,0.0,0.0,0.0,0.0,0.0,0.15151515151515152,0.0
parstriangularis-rh,0.0,0.35,0.175,0.1,0.175,0.025,0.0,0.175
precentral-rh,0.0,0.09523809523809523,0.23809523809523808,0.1746031746031746,0.20634920634920634,0.015873015873015872,0.0,0.2698412698412698
rostralmiddlefrontal-lh,0.0,0.034482758620689655,0.15517241379310345,0.43103448275862066,0.13793103448275862,0.0,0.0,0.2413793103448276
rostralmiddlefrontal-rh,0.0,0.09259259259259259,0.2222222222222222,0.14814814814814814,0.2777777777777778,0.018518518518518517,0.0,0.24074074074074073
superiorfrontal-lh,0.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.7619047619047619,0.0,0.047619047619047616
superiorfrontal-rh,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.782608695652174,0.0
superiortemporal-rh,0.0,0.07246376811594203,0.2318840579710145,0.21739130434782608,0.17391304347826086,0.014492753623188406,0.0,0.2898550724637681
