,Fp1,F7,FT9,T7,TP9,Fp2,AF7,TP7
Fp1,0.3867924528301887,0.16981132075471697,0.0,0.0,0.0,0.25471698113207547,0.18867924528301888,0.0
F7,0.2597402597402597,0.23376623376623376,0.0,0.0,0.0,0.2597402597402597,0.24675324675324675,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.30851063829787234,0.20212765957446807,0.0,0.0,0.0,0.2765957446808511,0.2127659574468085,0.0
AF7,0.26506024096385544,0.2289156626506024,0.0,0.0,0.0,0.26506024096385544,0.24096385542168675,0.0
TP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
