,Fp1,P8,TP10,FT10,PO8,P6,TP8,AF8
Fp1,0.4954128440366973,0.0,0.0,0.0,0.0,0.0,0.0,0.5045871559633027
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.48214285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.5178571428571429
