,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
inferiorparietal-rh,0.1270358306188925,0.1237785016286645,0.1270358306188925,0.1270358306188925,0.1270358306188925,0.12052117263843648,0.1270358306188925,0.12052117263843648
parsopercularis-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
parstriangularis-rh,0.1282051282051282,0.12179487179487179,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.11858974358974358,0.1282051282051282,0.11858974358974358
postcentral-lh,0.1238390092879257,0.11764705882352941,0.12693498452012383,0.1393188854489164,0.1238390092879257,0.11455108359133127,0.1393188854489164,0.11455108359133127
rostralmiddlefrontal-lh,0.1270358306188925,0.1237785016286645,0.1270358306188925,0.1270358306188925,0.1270358306188925,0.12052117263843648,0.1270358306188925,0.12052117263843648
superiortemporal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
superiortemporal-rh,0.1238390092879257,0.11764705882352941,0.12693498452012383,0.1393188854489164,0.1238390092879257,0.11455108359133127,0.1393188854489164,0.11455108359133127
supramarginal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
