,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-lh,postcentral-rh,superiorparietal-lh,superiorparietal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.075,0.1,0.125,0.15,0.15,0.125,0.1,0.175
inferiorparietal-rh,0.04225352112676056,0.1267605633802817,0.14084507042253522,0.15492957746478872,0.15492957746478872,0.14084507042253522,0.11267605633802817,0.1267605633802817
postcentral-lh,0.033707865168539325,0.10112359550561797,0.16853932584269662,0.14606741573033707,0.16853932584269662,0.15730337078651685,0.10112359550561797,0.12359550561797752
postcentral-rh,0.025,0.1,0.175,0.1625,0.15,0.1625,0.1,0.125
superiorparietal-lh,0.034482758620689655,0.09195402298850575,0.1724137931034483,0.13793103448275862,0.1724137931034483,0.1839080459770115,0.10344827586206896,0.10344827586206896
superiorparietal-rh,0.024390243902439025,0.0975609756097561,0.15853658536585366,0.14634146341463414,0.17073170731707318,0.1951219512195122,0.10975609756097561,0.0975609756097561
supramarginal-lh,0.0273972602739726,0.1232876712328767,0.1643835616438356,0.1506849315068493,0.1506849315068493,0.136986301369863,0.1232876712328767,0.1232876712328767
supramarginal-rh,0.02857142857142857,0.11428571428571428,0.15714285714285714,0.15714285714285714,0.14285714285714285,0.14285714285714285,0.1,0.15714285714285714
