,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.19298245614035087,0.10526315789473684,0.14035087719298245,0.05263157894736842,0.12280701754385964,0.14035087719298245,0.10526315789473684,0.14035087719298245
inferiorparietal-rh,0.08333333333333333,0.125,0.16666666666666666,0.041666666666666664,0.16666666666666666,0.18055555555555555,0.09722222222222222,0.1388888888888889
postcentral-lh,0.07792207792207792,0.11688311688311688,0.16883116883116883,0.05194805194805195,0.18181818181818182,0.16883116883116883,0.1038961038961039,0.12987012987012986
rostralmiddlefrontal-rh,0.05405405405405406,0.08108108108108109,0.1891891891891892,0.13513513513513514,0.16216216216216217,0.16216216216216217,0.10810810810810811,0.10810810810810811
superiorparietal-lh,0.07894736842105263,0.11842105263157894,0.17105263157894737,0.05263157894736842,0.18421052631578946,0.17105263157894737,0.09210526315789473,0.13157894736842105
superiorparietal-rh,0.07894736842105263,0.10526315789473684,0.17105263157894737,0.05263157894736842,0.18421052631578946,0.17105263157894737,0.10526315789473684,0.13157894736842105
supramarginal-lh,0.0625,0.09375,0.1875,0.0625,0.171875,0.171875,0.125,0.125
supramarginal-rh,0.08108108108108109,0.10810810810810811,0.17567567567567569,0.05405405405405406,0.17567567567567569,0.17567567567567569,0.0945945945945946,0.13513513513513514
