,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.37244897959183676,0.1556122448979592,0.00510204081632653,0.05357142857142857,0.06887755102040816,0.11479591836734694,0.22959183673469388,0.0
isthmuscingulate-rh,0.07262569832402235,0.2446927374301676,0.07932960893854749,0.10726256983240223,0.12290502793296089,0.1787709497206704,0.13631284916201117,0.05810055865921788
lateralorbitofrontal-lh,0.0041841004184100415,0.08054393305439331,0.23535564853556484,0.16527196652719664,0.15585774058577406,0.10460251046025104,0.09728033472803348,0.15690376569037656
medialorbitofrontal-lh,0.025853154084798345,0.10134436401240951,0.1592554291623578,0.20682523267838676,0.14581178903826267,0.09824198552223372,0.12306101344364012,0.13960703205791106
medialorbitofrontal-rh,0.030067895247332686,0.11639185257032007,0.14064015518913675,0.1396702230843841,0.20077594568380214,0.15033947623666344,0.0979631425800194,0.12415130940834142
parahippocampal-rh,0.053203040173724216,0.18458197611292074,0.10423452768729642,0.10097719869706841,0.16178067318132464,0.2258414766558089,0.09663409337676439,0.0727470141150923
rostralanteriorcingulate-lh,0.10904872389791183,0.1368909512761021,0.10556844547563805,0.13805104408352667,0.10904872389791183,0.0962877030162413,0.22041763341067286,0.08468677494199536
rostralanteriorcingulate-rh,0.0,0.06921241050119331,0.18377088305489261,0.1730310262529833,0.15990453460620524,0.08711217183770883,0.09665871121718377,0.23031026252983294
