,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.3275862068965517,0.0,0.10344827586206896,0.0,0.1896551724137931,0.0,0.15517241379310345,0.22413793103448276
parsopercularis-lh,0.0,0.559322033898305,0.4406779661016949,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.08139534883720931,0.3023255813953488,0.37209302325581395,0.0,0.08139534883720931,0.0,0.08139534883720931,0.08139534883720931
rostralmiddlefrontal-lh,0.0625,0.0,0.0625,0.6875,0.0625,0.0,0.0625,0.0625
rostralmiddlefrontal-rh,0.24,0.0,0.12,0.0,0.22,0.0,0.18,0.24
superiorparietal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
superiortemporal-rh,0.2222222222222222,0.0,0.13333333333333333,0.0,0.2222222222222222,0.0,0.2,0.2222222222222222
supramarginal-rh,0.25925925925925924,0.0,0.1111111111111111,0.0,0.2037037037037037,0.0,0.16666666666666666,0.25925925925925924
