,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.6470588235294118,0.0,0.0,0.10294117647058823,0.029411764705882353,0.0,0.22058823529411764,0.0
parsopercularis-lh,0.0,0.53125,0.46875,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.07894736842105263,0.0,0.0,0.5263157894736842,0.02631578947368421,0.013157894736842105,0.13157894736842105,0.2236842105263158
rostralmiddlefrontal-rh,0.2727272727272727,0.0,0.0,0.2727272727272727,0.18181818181818182,0.0,0.2727272727272727,0.0
superiorparietal-rh,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
superiortemporal-rh,0.2698412698412698,0.0,0.0,0.20634920634920634,0.031746031746031744,0.015873015873015872,0.3492063492063492,0.12698412698412698
supramarginal-rh,0.0,0.0,0.0,0.24285714285714285,0.0,0.014285714285714285,0.11428571428571428,0.6285714285714286
