,cuneus-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,pericalcarine-rh,rostralanteriorcingulate-rh,transversetemporal-rh
cuneus-rh,0.4520547945205479,0.0,0.030136986301369864,0.29863013698630136,0.049315068493150684,0.1232876712328767,0.0,0.04657534246575343
frontalpole-lh,0.0,0.6276595744680851,0.18617021276595744,0.0,0.0,0.026595744680851064,0.1595744680851064,0.0
frontalpole-rh,0.06569343065693431,0.2846715328467153,0.46715328467153283,0.014598540145985401,0.0,0.058394160583941604,0.10948905109489052,0.0
isthmuscingulate-rh,0.3303030303030303,0.0,0.012121212121212121,0.4393939393939394,0.045454545454545456,0.11212121212121212,0.0,0.06060606060606061
lateraloccipital-rh,0.14864864864864866,0.0,0.0,0.12837837837837837,0.6283783783783784,0.04054054054054054,0.0,0.05405405405405406
pericalcarine-rh,0.1522633744855967,0.037037037037037035,0.024691358024691357,0.13168724279835392,0.0205761316872428,0.5967078189300411,0.037037037037037035,0.0
rostralanteriorcingulate-rh,0.0,0.203125,0.0859375,0.0,0.0,0.0546875,0.65625,0.0
transversetemporal-rh,0.1223021582733813,0.0,0.0,0.12949640287769784,0.07194244604316546,0.0,0.0,0.6762589928057554
