,frontalpole-lh,frontalpole-rh,inferiorparietal-lh,lateraloccipital-lh,lateraloccipital-rh,pericalcarine-rh,rostralanteriorcingulate-rh,transversetemporal-rh
frontalpole-lh,0.711864406779661,0.288135593220339,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.25301204819277107,0.6867469879518072,0.0,0.0,0.0,0.04819277108433735,0.012048192771084338,0.0
inferiorparietal-lh,0.0,0.0,0.3352941176470588,0.07647058823529412,0.12941176470588237,0.19411764705882353,0.08235294117647059,0.18235294117647058
lateraloccipital-lh,0.0,0.0,0.09090909090909091,0.4444444444444444,0.31313131313131315,0.1111111111111111,0.0,0.04040404040404041
lateraloccipital-rh,0.0,0.0,0.10843373493975904,0.21084337349397592,0.42771084337349397,0.20481927710843373,0.0,0.04819277108433735
pericalcarine-rh,0.0,0.010362694300518135,0.17098445595854922,0.07772020725388601,0.19689119170984457,0.41450777202072536,0.0,0.12953367875647667
rostralanteriorcingulate-rh,0.0,0.046875,0.25,0.0,0.0,0.0,0.703125,0.0
transversetemporal-rh,0.0,0.0,0.24087591240875914,0.043795620437956206,0.08029197080291971,0.2116788321167883,0.0,0.4233576642335766
