,frontalpole-lh,frontalpole-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh,transversetemporal-lh
frontalpole-lh,0.3783783783783784,0.0,0.0,0.2918918918918919,0.23783783783783785,0.04864864864864865,0.043243243243243246,0.0
frontalpole-rh,0.0,0.808,0.0,0.008,0.032,0.0,0.0,0.152
parahippocampal-lh,0.0,0.0,0.8992248062015504,0.0,0.0,0.0,0.0,0.10077519379844961
rostralanteriorcingulate-lh,0.2702702702702703,0.0,0.0,0.42792792792792794,0.2702702702702703,0.02252252252252252,0.009009009009009009,0.0
rostralanteriorcingulate-rh,0.25125628140703515,0.020100502512562814,0.0,0.2914572864321608,0.38190954773869346,0.035175879396984924,0.020100502512562814,0.0
temporalpole-lh,0.04891304347826087,0.0,0.0,0.016304347826086956,0.02717391304347826,0.6413043478260869,0.21195652173913043,0.05434782608695652
temporalpole-rh,0.030612244897959183,0.0,0.0,0.0,0.01020408163265306,0.18877551020408162,0.6683673469387755,0.10204081632653061
transversetemporal-lh,0.0,0.10828025477707007,0.09554140127388536,0.0,0.0,0.050955414012738856,0.10191082802547771,0.643312101910828
