,bankssts-lh,insula-rh,parsopercularis-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
bankssts-lh,0.8873239436619719,0.028169014084507043,0.07042253521126761,0.0,0.0,0.0,0.014084507042253521,0.0
insula-rh,0.0,0.6935483870967742,0.10483870967741936,0.0,0.0,0.0,0.12096774193548387,0.08064516129032258
parsopercularis-rh,0.07777777777777778,0.13333333333333333,0.7,0.0,0.0,0.0,0.0,0.08888888888888889
parsorbitalis-rh,0.0,0.0,0.017543859649122806,0.8421052631578947,0.0,0.0,0.14035087719298245,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.5766423357664233,0.4233576642335766,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.3893129770992366,0.6106870229007634,0.0,0.0
temporalpole-lh,0.0,0.18666666666666668,0.0,0.10666666666666667,0.0,0.0,0.7066666666666667,0.0
temporalpole-rh,0.0,0.1388888888888889,0.08333333333333333,0.0,0.0,0.0,0.0,0.7777777777777778
