,fusiform-lh,inferiorparietal-lh,isthmuscingulate-rh,lateraloccipital-lh,lingual-lh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh
fusiform-lh,0.1364193746167995,0.10944206008583691,0.11465358675659104,0.12660944206008584,0.13059472716125076,0.12599632127529123,0.12170447578172901,0.1345800122624157
inferiorparietal-lh,0.12448132780082988,0.13416320885200553,0.12690179806362378,0.1206777316735823,0.12966804979253113,0.13001383125864455,0.11134163208852006,0.12275242047026279
isthmuscingulate-rh,0.12583892617449666,0.12281879194630872,0.13087248322147652,0.12114093959731544,0.12885906040268458,0.13020134228187918,0.11476510067114094,0.12550335570469798
lateraloccipital-lh,0.1309599491417673,0.10934520025429116,0.11379529561347743,0.13572790845518118,0.12714558169103624,0.12237762237762238,0.1287349014621742,0.1319135410044501
lingual-lh,0.13228974831184775,0.1141804788213628,0.11755678330263966,0.12430939226519337,0.1356660527931246,0.13106200122774708,0.11602209944751381,0.1289134438305709
parahippocampal-rh,0.1272560416029367,0.11532578770266136,0.11960844294891404,0.11930253900275313,0.13215050474151116,0.1514224533496482,0.11104313245640869,0.12389109819516672
pericalcarine-lh,0.13062312562479172,0.10563145618127291,0.11229590136621126,0.13328890369876709,0.1242919026991003,0.11929356881039653,0.13962012662445852,0.13495501499500168
pericalcarine-rh,0.1337442218798151,0.10847457627118644,0.11432973805855162,0.12819722650231125,0.12788906009244994,0.12326656394453005,0.1263482280431433,0.13775038520801233
