,Fp1,Fz,FC2,F4,F5,FC4,FT8,F2
Fp1,0.32,0.36,0.04,0.28,0.0,0.0,0.0,0.0
Fz,0.2962962962962963,0.4074074074074074,0.037037037037037035,0.25925925925925924,0.0,0.0,0.0,0.0
FC2,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0
F4,0.3333333333333333,0.3333333333333333,0.041666666666666664,0.2916666666666667,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
