,Fp1,C4,FC6,FC2,AF7,F1,F5,FC4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4,0.0,0.4117647058823529,0.0,0.0,0.0,0.47058823529411764,0.11764705882352941,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.4117647058823529,0.0,0.0,0.0,0.47058823529411764,0.11764705882352941,0.0
F5,0.0,0.375,0.0,0.0,0.0,0.375,0.25,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
