,Fp1,Fz,FC2,F4,F5,FC4,FT8,F2
Fp1,0.25,0.0,0.0,0.0,0.375,0.375,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.125,0.0,0.0,0.0,0.5625,0.3125,0.0,0.0
FC4,0.15384615384615385,0.0,0.0,0.0,0.46153846153846156,0.38461538461538464,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
