,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,precentral-lh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.4230769230769231,0.14102564102564102,0.0,0.0641025641025641,0.0,0.1282051282051282,0.24358974358974358,0.0
inferiorparietal-rh,0.0670391061452514,0.22905027932960895,0.0111731843575419,0.1564245810055866,0.0893854748603352,0.16759776536312848,0.16201117318435754,0.11731843575418995
parsopercularis-lh,0.0,0.15,0.1,0.15,0.15,0.15,0.15,0.15
precentral-lh,0.04697986577181208,0.20134228187919462,0.013422818791946308,0.18791946308724833,0.10738255033557047,0.1476510067114094,0.16778523489932887,0.12751677852348994
rostralmiddlefrontal-lh,0.0,0.18,0.02,0.18,0.18,0.15,0.11,0.18
superiorparietal-lh,0.06962025316455696,0.20253164556962025,0.012658227848101266,0.12658227848101267,0.08860759493670886,0.25316455696202533,0.13291139240506328,0.11392405063291139
superiorparietal-rh,0.11842105263157894,0.19078947368421054,0.013157894736842105,0.13815789473684212,0.06578947368421052,0.13157894736842105,0.26973684210526316,0.07236842105263158
superiortemporal-lh,0.0,0.19090909090909092,0.01818181818181818,0.17272727272727273,0.14545454545454545,0.14545454545454545,0.10909090909090909,0.21818181818181817
