,frontalpole-rh,inferiortemporal-lh,lateralorbitofrontal-rh,medialorbitofrontal-rh,middletemporal-lh,parahippocampal-lh,parsorbitalis-rh,rostralanteriorcingulate-rh
frontalpole-rh,0.4852941176470588,0.0,0.0,0.0,0.20588235294117646,0.0,0.029411764705882353,0.27941176470588236
inferiortemporal-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.5666666666666667,0.0,0.0,0.43333333333333335,0.0
middletemporal-lh,0.23333333333333334,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.23333333333333334
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.5833333333333334,0.0
rostralanteriorcingulate-rh,0.3275862068965517,0.0,0.0,0.0,0.2413793103448276,0.0,0.0,0.43103448275862066
