,cuneus-lh,cuneus-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,pericalcarine-lh,pericalcarine-rh
cuneus-lh,0.34545454545454546,0.23636363636363636,0.0,0.11818181818181818,0.0,0.17272727272727273,0.07272727272727272,0.05454545454545454
cuneus-rh,0.16793893129770993,0.3053435114503817,0.06870229007633588,0.16793893129770993,0.0,0.10687022900763359,0.0,0.183206106870229
frontalpole-lh,0.0,0.09090909090909091,0.5454545454545454,0.15584415584415584,0.0,0.0,0.0,0.2077922077922078
frontalpole-rh,0.0873015873015873,0.16666666666666666,0.12698412698412698,0.31746031746031744,0.0,0.1984126984126984,0.0,0.10317460317460317
isthmuscingulate-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.1592920353982301,0.1415929203539823,0.008849557522123894,0.25663716814159293,0.0,0.36283185840707965,0.02654867256637168,0.04424778761061947
pericalcarine-lh,0.21818181818181817,0.0,0.0,0.0,0.0,0.09090909090909091,0.6909090909090909,0.0
pericalcarine-rh,0.021052631578947368,0.21052631578947367,0.18947368421052632,0.11578947368421053,0.0,0.031578947368421054,0.0,0.43157894736842106
