,caudalanteriorcingulate-rh,frontalpole-rh,fusiform-rh,insula-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
caudalanteriorcingulate-rh,0.3362637362637363,0.03736263736263736,0.046153846153846156,0.1076923076923077,0.0,0.0967032967032967,0.23076923076923078,0.14505494505494507
frontalpole-rh,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2
fusiform-rh,0.06289308176100629,0.05345911949685535,0.49056603773584906,0.0,0.2672955974842767,0.0,0.06289308176100629,0.06289308176100629
insula-rh,0.31097560975609756,0.0,0.0,0.35365853658536583,0.0,0.3231707317073171,0.012195121951219513,0.0
parahippocampal-rh,0.0,0.0,0.2974910394265233,0.0,0.5197132616487455,0.1827956989247312,0.0,0.0
rostralanteriorcingulate-lh,0.14696485623003194,0.0,0.0,0.1757188498402556,0.15654952076677317,0.5207667731629393,0.0,0.0
rostralanteriorcingulate-rh,0.3333333333333333,0.05448717948717949,0.0673076923076923,0.0,0.0,0.0,0.3333333333333333,0.21153846153846154
temporalpole-rh,0.27896995708154504,0.07296137339055794,0.09012875536480687,0.0,0.0,0.0,0.27896995708154504,0.27896995708154504
