,Fz,CP5,P7,P8,TP10,PO8,P6,TP8
Fz,0.44649446494464945,0.0,0.0,0.0,0.13837638376383765,0.13837638376383765,0.13837638376383765,0.13837638376383765
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TP10,0.20215633423180593,0.0,0.0,0.0,0.19946091644204852,0.19946091644204852,0.19946091644204852,0.19946091644204852
PO8,0.20215633423180593,0.0,0.0,0.0,0.19946091644204852,0.19946091644204852,0.19946091644204852,0.19946091644204852
P6,0.20215633423180593,0.0,0.0,0.0,0.19946091644204852,0.19946091644204852,0.19946091644204852,0.19946091644204852
TP8,0.20215633423180593,0.0,0.0,0.0,0.19946091644204852,0.19946091644204852,0.19946091644204852,0.19946091644204852
