,P7,P8,TP10,T8,FT10,PO8,P6,TP8
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.23880597014925373,0.0,0.0,0.2537313432835821,0.2537313432835821,0.2537313432835821
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.06584362139917696,0.0,0.0,0.43209876543209874,0.43209876543209874,0.06995884773662552
P6,0.0,0.0,0.06584362139917696,0.0,0.0,0.43209876543209874,0.43209876543209874,0.06995884773662552
TP8,0.0,0.0,0.2318840579710145,0.0,0.0,0.2608695652173913,0.2608695652173913,0.2463768115942029
