,Fz,CP5,P7,P8,TP10,PO8,P6,TP8
Fz,0.8931116389548693,0.0,0.10688836104513064,0.0,0.0,0.0,0.0,0.0
CP5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.4583333333333333,0.0,0.5416666666666666,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
