,FT9,FC5,P3,P7,P1,P5,PO3,POz
FT9,0.3548387096774194,0.0,0.3870967741935484,0.0,0.0,0.0,0.0,0.25806451612903225
FC5,0.0,0.19941348973607037,0.0,0.20234604105571846,0.20234604105571846,0.20234604105571846,0.1935483870967742,0.0
P3,0.07586206896551724,0.0,0.5586206896551724,0.0,0.0,0.0,0.0,0.36551724137931035
P7,0.0,0.15862068965517243,0.0,0.2574712643678161,0.1724137931034483,0.2482758620689655,0.1632183908045977,0.0
P1,0.0,0.18956043956043955,0.0,0.20604395604395603,0.2032967032967033,0.20604395604395603,0.19505494505494506,0.0
P5,0.0,0.15575620767494355,0.0,0.2528216704288939,0.16930022573363432,0.2618510158013544,0.16027088036117382,0.0
PO3,0.0,0.19373219373219372,0.0,0.2022792022792023,0.2022792022792023,0.2022792022792023,0.19943019943019943,0.0
POz,0.0782608695652174,0.0,0.46956521739130436,0.0,0.0,0.0,0.0,0.45217391304347826
