,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
parsopercularis-lh,0.12213740458015267,0.1297709923664122,0.1297709923664122,0.1297709923664122,0.1297709923664122,0.1297709923664122,0.10687022900763359,0.12213740458015267
postcentral-rh,0.11851851851851852,0.1259259259259259,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.1037037037037037,0.11851851851851852
rostralmiddlefrontal-lh,0.1111111111111111,0.11805555555555555,0.1388888888888889,0.14583333333333334,0.14583333333333334,0.13194444444444445,0.09722222222222222,0.1111111111111111
superiorfrontal-rh,0.1103448275862069,0.11724137931034483,0.13793103448275862,0.14482758620689656,0.15172413793103448,0.1310344827586207,0.09655172413793103,0.1103448275862069
superiorparietal-rh,0.1103448275862069,0.11724137931034483,0.13793103448275862,0.14482758620689656,0.15172413793103448,0.1310344827586207,0.09655172413793103,0.1103448275862069
superiortemporal-lh,0.11267605633802817,0.11971830985915492,0.14084507042253522,0.14084507042253522,0.14084507042253522,0.13380281690140844,0.09859154929577464,0.11267605633802817
superiortemporal-rh,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.11764705882352941,0.12605042016806722
supramarginal-rh,0.12213740458015267,0.1297709923664122,0.1297709923664122,0.1297709923664122,0.1297709923664122,0.1297709923664122,0.10687022900763359,0.12213740458015267
